1.01000	12.998279
1.02000	12.848079
1.03000	12.718850
1.04000	12.616932
1.05000	12.538153
1.06000	12.468498
1.07000	12.404896
1.08000	12.327321
1.09000	12.239213
1.10000	12.157758
1.11000	12.077565
1.12000	11.995078
1.13000	11.911194
1.14000	11.823837
1.15000	11.738685
1.16000	11.642451
1.17000	11.544788
1.18000	11.451114
1.19000	11.357608
1.20000	11.271716
1.21000	11.192578
1.22000	11.108760
1.23000	11.020664
1.24000	10.929058
1.25000	10.825072
1.26000	10.725945
1.27000	10.638189
1.28000	10.556691
1.29000	10.474841
1.30000	10.381013
1.31000	10.279677
1.32000	10.181291
1.33000	10.082941
1.34000	9.985670
1.35000	9.891619
1.36000	9.804217
1.37000	9.732532
1.38000	9.664388
1.39000	9.593770
1.40000	9.519705
1.41000	9.442709
1.42000	9.357975
1.43000	9.270628
1.44000	9.187532
1.45000	9.111310
1.46000	9.034622
1.47000	8.960135
1.48000	8.887480
1.49000	8.809159
1.50000	8.725257
1.51000	8.643923
1.52000	8.570635
1.53000	8.508173
1.54000	8.450140
1.55000	8.385799
1.56000	8.319529
1.57000	8.256443
1.58000	8.197580
1.59000	8.140106
1.60000	8.083840
1.61000	8.029583
1.62000	7.977400
1.63000	7.933213
1.64000	7.894897
1.65000	7.858044
1.66000	7.811384
1.67000	7.761660
1.68000	7.712856
1.69000	7.662467
1.70000	7.617507
1.71000	7.578237
1.72000	7.542150
1.73000	7.498959
1.74000	7.450806
1.75000	7.402641
1.76000	7.358067
1.77000	7.316365
1.78000	7.277913
1.79000	7.244669
1.80000	7.215160
1.81000	7.184348
1.82000	7.150848
1.83000	7.116350
1.84000	7.084916
1.85000	7.057624
1.86000	7.032884
1.87000	7.009523
1.88000	6.988189
1.89000	6.967792
1.90000	6.948058
1.91000	6.921568
1.92000	6.888238
1.93000	6.853099
1.94000	6.817821
1.95000	6.784671
1.96000	6.757199
1.97000	6.734943
1.98000	6.716851
1.99000	6.703395
2.00000	6.692317
2.01000	6.681970
2.02000	6.669332
2.03000	6.654709
2.04000	6.636632
2.05000	6.620694
2.06000	6.609255
2.07000	6.599050
2.08000	6.589752
2.09000	6.581396
2.10000	6.569091
2.11000	6.550619
2.12000	6.526960
2.13000	6.502220
2.14000	6.479966
2.15000	6.461176
2.16000	6.444825
2.17000	6.429875
2.18000	6.414069
2.19000	6.399036
2.20000	6.386545
2.21000	6.376791
2.22000	6.367474
2.23000	6.357454
2.24000	6.349334
2.25000	6.342277
2.26000	6.335446
2.27000	6.330746
2.28000	6.326297
2.29000	6.319585
2.30000	6.312535
2.31000	6.305533
2.32000	6.296165
2.33000	6.284502
2.34000	6.273664
2.35000	6.265236
2.36000	6.258677
2.37000	6.253206
2.38000	6.250014
2.39000	6.245497
2.40000	6.241150
2.41000	6.237764
2.42000	6.237278
2.43000	6.238718
2.44000	6.236486
2.45000	6.232843
2.46000	6.227857
2.47000	6.221711
2.48000	6.219463
2.49000	6.220925
2.50000	6.223682
2.51000	6.224304
2.52000	6.226760
2.53000	6.230995
2.54000	6.235153
2.55000	6.239366
2.56000	6.242862
2.57000	6.246812
2.58000	6.250338
2.59000	6.252052
2.60000	6.251614
2.61000	6.250708
2.62000	6.251992
2.63000	6.254693
2.64000	6.258598
2.65000	6.264024
2.66000	6.269964
2.67000	6.275818
2.68000	6.280618
2.69000	6.284452
2.70000	6.290329
2.71000	6.297417
2.72000	6.301254
2.73000	6.304179
2.74000	6.307646
2.75000	6.312060
2.76000	6.317263
2.77000	6.322350
2.78000	6.327022
2.79000	6.332339
2.80000	6.338276
2.81000	6.345410
2.82000	6.351654
2.83000	6.355083
2.84000	6.357465
2.85000	6.363123
2.86000	6.370044
2.87000	6.372169
2.88000	6.370970
2.89000	6.370033
2.90000	6.369203
2.91000	6.367046
2.92000	6.363965
2.93000	6.359911
2.94000	6.355283
2.95000	6.352074
2.96000	6.349098
2.97000	6.348235
2.98000	6.351193
2.99000	6.354291
3.00000	6.358406
3.01000	6.361210
3.02000	6.361090
3.03000	6.362191
3.04000	6.364612
3.05000	6.367411
3.06000	6.366229
3.07000	6.362736
3.08000	6.357755
3.09000	6.353643
3.10000	6.347356
3.11000	6.340554
3.12000	6.335227
3.13000	6.331054
3.14000	6.324679
3.15000	6.317892
3.16000	6.313671
3.17000	6.312371
3.18000	6.312740
3.19000	6.314151
3.20000	6.316457
3.21000	6.316771
3.22000	6.311677
3.23000	6.304704
3.24000	6.298714
3.25000	6.292794
3.26000	6.288043
3.27000	6.282614
3.28000	6.277627
3.29000	6.274490
3.30000	6.274517
3.31000	6.275392
3.32000	6.277991
3.33000	6.279581
3.34000	6.281582
3.35000	6.281638
3.36000	6.279734
3.37000	6.277592
3.38000	6.276376
3.39000	6.277369
3.40000	6.281224
3.41000	6.286272
3.42000	6.292603
3.43000	6.296956
3.44000	6.298355
3.45000	6.299550
3.46000	6.299247
3.47000	6.297289
3.48000	6.297023
3.49000	6.295795
3.50000	6.295281
3.51000	6.297956
3.52000	6.301492
3.53000	6.302061
3.54000	6.299448
3.55000	6.297763
3.56000	6.299050
3.57000	6.303053
3.58000	6.308764
3.59000	6.314229
3.60000	6.317176
3.61000	6.317677
3.62000	6.321463
3.63000	6.328318
3.64000	6.332811
3.65000	6.337149
3.66000	6.338641
3.67000	6.337540
3.68000	6.334953
3.69000	6.335661
3.70000	6.337450
3.71000	6.340147
3.72000	6.344969
3.73000	6.349311
3.74000	6.353965
3.75000	6.356962
3.76000	6.357189
3.77000	6.360028
3.78000	6.361418
3.79000	6.358594
3.80000	6.354880
3.81000	6.353143
3.82000	6.353957
3.83000	6.357074
3.84000	6.361459
3.85000	6.366255
3.86000	6.371213
3.87000	6.376633
3.88000	6.382597
3.89000	6.382091
